id,name,group,url
256,Yellow Cherry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Yellow-Cherry-292.html
257,Yellow Fruits,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Yellow-Fruits-1469.html
258,Yuca Cassava,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Yuca-Cassava-1384.html
259,Yumberry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Yumberry-650.html
260,Abelia,FLOWERS,https://www.fragrantica.com/notes/Abelia-1644.html
261,Acacia,FLOWERS,https://www.fragrantica.com/notes/Acacia-730.html
262,Acerola Blossom,FLOWERS,https://www.fragrantica.com/notes/Acerola-Blossom-674.html
263,African Marigold,FLOWERS,https://www.fragrantica.com/notes/African-Marigold-1713.html
264,Aglaia,FLOWERS,https://www.fragrantica.com/notes/Aglaia-414.html
265,Alba Rose,FLOWERS,https://www.fragrantica.com/notes/Alba-Rose-1688.html
266,Albizia,FLOWERS,https://www.fragrantica.com/notes/Albizia-1194.html
267,Almond Blossom,FLOWERS,https://www.fragrantica.com/notes/Almond-Blossom-131.html
268,Alpinia,FLOWERS,https://www.fragrantica.com/notes/Alpinia-1508.html
269,Alstroemeria,FLOWERS,https://www.fragrantica.com/notes/Alstroemeria-1306.html
270,Althaea,FLOWERS,https://www.fragrantica.com/notes/Althaea-1084.html
271,Alumroot,FLOWERS,https://www.fragrantica.com/notes/Alumroot-624.html
272,Alyssum,FLOWERS,https://www.fragrantica.com/notes/Alyssum-609.html
273,Amarillys,FLOWERS,https://www.fragrantica.com/notes/Amarillys-279.html
274,Amazon Moonflower,FLOWERS,https://www.fragrantica.com/notes/Amazon-Moonflower-1365.html
275,Anemone,FLOWERS,https://www.fragrantica.com/notes/Anemone-244.html
276,Angel's Trumpet,FLOWERS,https://www.fragrantica.com/notes/Angel-s-Trumpet-377.html
277,Apple Blossom,FLOWERS,https://www.fragrantica.com/notes/Apple-Blossom-285.html
278,Apricot Blossom,FLOWERS,https://www.fragrantica.com/notes/Apricot-Blossom-365.html
279,Ashoka Flower,FLOWERS,https://www.fragrantica.com/notes/Ashoka-Flower-827.html
280,Asian Clintonia,FLOWERS,https://www.fragrantica.com/notes/Asian-Clintonia-1765.html
281,Astragalus,FLOWERS,https://www.fragrantica.com/notes/Astragalus-1237.html
282,Azalea,FLOWERS,https://www.fragrantica.com/notes/Azalea-1464.html
283,Azteca Lily,FLOWERS,https://www.fragrantica.com/notes/Azteca-Lily-1099.html
284,Banana Flower,FLOWERS,https://www.fragrantica.com/notes/Banana-Flower-957.html
285,Banksia Australian,FLOWERS,https://www.fragrantica.com/notes/Banksia-Australian-1147.html
286,Begonia,FLOWERS,https://www.fragrantica.com/notes/Begonia-1060.html
287,Belladona,FLOWERS,https://www.fragrantica.com/notes/Belladona-496.html
288,Bellflower,FLOWERS,https://www.fragrantica.com/notes/Bellflower-293.html
289,Bergamot Blossom,FLOWERS,https://www.fragrantica.com/notes/Bergamot-Blossom-680.html
290,Bird cherry,FLOWERS,https://www.fragrantica.com/notes/Bird-cherry-1463.html
291,Black Currant Blossom,FLOWERS,https://www.fragrantica.com/notes/Black-Currant-Blossom-133.html
292,Blackberry Blossom,FLOWERS,https://www.fragrantica.com/notes/Blackberry-Blossom-886.html
293,Blue Lilies,FLOWERS,https://www.fragrantica.com/notes/Blue-Lilies-787.html
294,Blue Poppy,FLOWERS,https://www.fragrantica.com/notes/Blue-Poppy-342.html
295,Bluebell,FLOWERS,https://www.fragrantica.com/notes/Bluebell-1563.html
296,Bottlebrush,FLOWERS,https://www.fragrantica.com/notes/Bottlebrush-1151.html
297,Bougainvillea,FLOWERS,https://www.fragrantica.com/notes/Bougainvillea-466.html
298,Bread Flower,FLOWERS,https://www.fragrantica.com/notes/Bread-Flower-846.html
299,Bromelia,FLOWERS,https://www.fragrantica.com/notes/Bromelia-633.html
300,Buddleia,FLOWERS,https://www.fragrantica.com/notes/Buddleia-604.html
301,Butomus Umbellatus,FLOWERS,https://www.fragrantica.com/notes/Butomus-Umbellatus-859.html
302,Buttercup,FLOWERS,https://www.fragrantica.com/notes/Buttercup-885.html
303,Cacao Blossom,FLOWERS,https://www.fragrantica.com/notes/Cacao-Blossom-1389.html
304,Calendula,FLOWERS,https://www.fragrantica.com/notes/Calendula-1712.html
305,Calla Lily,FLOWERS,https://www.fragrantica.com/notes/Calla-Lily-1236.html
306,Camellia,FLOWERS,https://www.fragrantica.com/notes/Camellia-254.html
307,Campion Flower,FLOWERS,https://www.fragrantica.com/notes/Campion-Flower-1286.html
308,Cananga,FLOWERS,https://www.fragrantica.com/notes/Cananga-1239.html
309,Cannonball Flower,FLOWERS,https://www.fragrantica.com/notes/Cannonball-Flower-826.html
310,Carambola Blossom,FLOWERS,https://www.fragrantica.com/notes/Carambola-Blossom-675.html
311,Cardamom Flower,FLOWERS,https://www.fragrantica.com/notes/Cardamom-Flower-1261.html
312,Carnation,FLOWERS,https://www.fragrantica.com/notes/Carnation-7.html
313,Cashew Flower,FLOWERS,https://www.fragrantica.com/notes/Cashew-Flower-1763.html
314,Celosia,FLOWERS,https://www.fragrantica.com/notes/Celosia-605.html
315,Chai Hu,FLOWERS,https://www.fragrantica.com/notes/Chai-Hu-1294.html
316,Chamomile,FLOWERS,https://www.fragrantica.com/notes/Chamomile-289.html
317,Champaca,FLOWERS,https://www.fragrantica.com/notes/Champaca-243.html
318,Cherry Blossom,FLOWERS,https://www.fragrantica.com/notes/Cherry-Blossom-298.html
319,Chimonanthus or Wintersweet,FLOWERS,https://www.fragrantica.com/notes/Chimonanthus-or-Wintersweet-489.html
320,China Rose,FLOWERS,https://www.fragrantica.com/notes/China-Rose-797.html
321,Chinotto blossom,FLOWERS,https://www.fragrantica.com/notes/Chinotto-blossom-867.html
322,Chocolate Flower,FLOWERS,https://www.fragrantica.com/notes/Chocolate-Flower-189.html
323,Christmas Tree or Flame Tree,FLOWERS,https://www.fragrantica.com/notes/Christmas-Tree-or-Flame-Tree-502.html
324,Chrysanthemum,FLOWERS,https://www.fragrantica.com/notes/Chrysanthemum-211.html
325,Cistus Incanus,FLOWERS,https://www.fragrantica.com/notes/Cistus-Incanus-1165.html
326,Clematis,FLOWERS,https://www.fragrantica.com/notes/Clematis-877.html
327,Clover,FLOWERS,https://www.fragrantica.com/notes/Clover-125.html
328,Coconut Blossom,FLOWERS,https://www.fragrantica.com/notes/Coconut-Blossom-1413.html
329,Coffee Blossom,FLOWERS,https://www.fragrantica.com/notes/Coffee-Blossom-561.html
330,Cornflower Sultan Seeds,FLOWERS,https://www.fragrantica.com/notes/Cornflower-Sultan-Seeds-463.html
331,Cosmos Flower,FLOWERS,https://www.fragrantica.com/notes/Cosmos-Flower-912.html
332,Costus,FLOWERS,https://www.fragrantica.com/notes/Costus-439.html
333,Cotton Flower,FLOWERS,https://www.fragrantica.com/notes/Cotton-Flower-301.html
334,Creamy Flowers,FLOWERS,https://www.fragrantica.com/notes/Creamy-Flowers-1266.html
335,Crinum Lily,FLOWERS,https://www.fragrantica.com/notes/Crinum-Lily-659.html
336,Cucumber Flower,FLOWERS,https://www.fragrantica.com/notes/Cucumber-Flower-1173.html
337,Cyclamen,FLOWERS,https://www.fragrantica.com/notes/Cyclamen-166.html
338,Dahlia,FLOWERS,https://www.fragrantica.com/notes/Dahlia-560.html
339,Daisy,FLOWERS,https://www.fragrantica.com/notes/Daisy-468.html
340,Dandelion,FLOWERS,https://www.fragrantica.com/notes/Dandelion-505.html
341,Daphne,FLOWERS,https://www.fragrantica.com/notes/Daphne-625.html
342,Daylily,FLOWERS,https://www.fragrantica.com/notes/Daylily-1319.html
343,Deadnettle,FLOWERS,https://www.fragrantica.com/notes/Deadnettle-1034.html
344,Delonix,FLOWERS,https://www.fragrantica.com/notes/Delonix-1020.html
345,Desert Rose,FLOWERS,https://www.fragrantica.com/notes/Desert-Rose-469.html
346,Dianthus,FLOWERS,https://www.fragrantica.com/notes/Dianthus-700.html
347,Diviniris,FLOWERS,https://www.fragrantica.com/notes/Diviniris-1684.html
348,Dogwood Blossom,FLOWERS,https://www.fragrantica.com/notes/Dogwood-Blossom-1379.html
349,Dove Tree,FLOWERS,https://www.fragrantica.com/notes/Dove-Tree-419.html
350,Dried Rose,FLOWERS,https://www.fragrantica.com/notes/Dried-Rose-971.html
351,Dyer's Greenweed,FLOWERS,https://www.fragrantica.com/notes/Dyer-s-Greenweed-238.html
352,Edelweiss,FLOWERS,https://www.fragrantica.com/notes/Edelweiss-401.html
353,Eglantine Rose,FLOWERS,https://www.fragrantica.com/notes/Eglantine-Rose-977.html
354,Elderflower,FLOWERS,https://www.fragrantica.com/notes/Elderflower-140.html
355,Encian,FLOWERS,https://www.fragrantica.com/notes/Encian-397.html
356,Erigeron (Fleabane),FLOWERS,https://www.fragrantica.com/notes/Erigeron-Fleabane-1113.html
357,Euphorbia,FLOWERS,https://www.fragrantica.com/notes/Euphorbia-1405.html
358,Eustoma | Lisianthus,FLOWERS,https://www.fragrantica.com/notes/Eustoma-Lisianthus-1440.html
359,Evergreen,FLOWERS,https://www.fragrantica.com/notes/Evergreen-1501.html
360,Field Scabious,FLOWERS,https://www.fragrantica.com/notes/Field-Scabious-651.html
361,Fig Blossom,FLOWERS,https://www.fragrantica.com/notes/Fig-Blossom-1326.html
362,Fire Lily,FLOWERS,https://www.fragrantica.com/notes/Fire-Lily-1105.html
363,Flamingo Flower (Anthurium),FLOWERS,https://www.fragrantica.com/notes/Flamingo-Flower-Anthurium-917.html
364,Flax,FLOWERS,https://www.fragrantica.com/notes/Flax-291.html
365,Floral Notes,FLOWERS,https://www.fragrantica.com/notes/Floral-Notes-314.html
366,Forget Me Not,FLOWERS,https://www.fragrantica.com/notes/Forget-Me-Not-421.html
367,Fragonia,FLOWERS,https://www.fragrantica.com/notes/Fragonia-522.html
368,Freesia,FLOWERS,https://www.fragrantica.com/notes/Freesia-94.html
369,French Marigold,FLOWERS,https://www.fragrantica.com/notes/French-Marigold-191.html
370,Fringed Pink,FLOWERS,https://www.fragrantica.com/notes/Fringed-Pink-1262.html
371,Fuchsia,FLOWERS,https://www.fragrantica.com/notes/Fuchsia-272.html
372,Geranium,FLOWERS,https://www.fragrantica.com/notes/Geranium-21.html
373,Gerbera,FLOWERS,https://www.fragrantica.com/notes/Gerbera-450.html
374,Gladiolus,FLOWERS,https://www.fragrantica.com/notes/Gladiolus-364.html
375,Goldenrod,FLOWERS,https://www.fragrantica.com/notes/Goldenrod-686.html
376,Gorse,FLOWERS,https://www.fragrantica.com/notes/Gorse-566.html
377,Grapeflower,FLOWERS,https://www.fragrantica.com/notes/Grapeflower-1047.html
378,Great Burnet,FLOWERS,https://www.fragrantica.com/notes/Great-Burnet-1295.html
379,Green Nard,FLOWERS,https://www.fragrantica.com/notes/Green-Nard-778.html
380,Green Tea Flower,FLOWERS,https://www.fragrantica.com/notes/Green-Tea-Flower-864.html
381,Grevillea,FLOWERS,https://www.fragrantica.com/notes/Grevillea-1152.html
382,Guava Blossom,FLOWERS,https://www.fragrantica.com/notes/Guava-Blossom-676.html
383,Guayacan,FLOWERS,https://www.fragrantica.com/notes/Guayacan-1075.html
384,Gustavia Flower,FLOWERS,https://www.fragrantica.com/notes/Gustavia-Flower-1461.html
385,Hawthorn,FLOWERS,https://www.fragrantica.com/notes/Hawthorn-89.html
386,Hazel Blossom,FLOWERS,https://www.fragrantica.com/notes/Hazel-Blossom-1015.html
387,Heather,FLOWERS,https://www.fragrantica.com/notes/Heather-473.html
388,Heliotrope,FLOWERS,https://www.fragrantica.com/notes/Heliotrope-99.html
389,Hellabore Flower,FLOWERS,https://www.fragrantica.com/notes/Hellabore-Flower-357.html
390,Hemlock,FLOWERS,https://www.fragrantica.com/notes/Hemlock-497.html
391,Hibiscus,FLOWERS,https://www.fragrantica.com/notes/Hibiscus-187.html
392,Hoary Stock,FLOWERS,https://www.fragrantica.com/notes/Hoary-Stock-701.html
393,Holly Flower,FLOWERS,https://www.fragrantica.com/notes/Holly-Flower-752.html
394,Hollyhock,FLOWERS,https://www.fragrantica.com/notes/Hollyhock-705.html
395,Honeybush or Cyclopia,FLOWERS,https://www.fragrantica.com/notes/Honeybush-or-Cyclopia-814.html
396,Honeydew Blossom,FLOWERS,https://www.fragrantica.com/notes/Honeydew-Blossom-809.html
397,Hortensia,FLOWERS,https://www.fragrantica.com/notes/Hortensia-271.html
398,Hoya Carnosa Wax Plant,FLOWERS,https://www.fragrantica.com/notes/Hoya-Carnosa-Wax-Plant-551.html
399,Hyacinth,FLOWERS,https://www.fragrantica.com/notes/Hyacinth-22.html
400,Hyssop,FLOWERS,https://www.fragrantica.com/notes/Hyssop-426.html
401,Impatiens,FLOWERS,https://www.fragrantica.com/notes/Impatiens-567.html
402,Inula,FLOWERS,https://www.fragrantica.com/notes/Inula-1217.html
403,Iris,FLOWERS,https://www.fragrantica.com/notes/Iris-11.html
404,Iris Butter,FLOWERS,https://www.fragrantica.com/notes/Iris-Butter-1408.html
405,Iris Pallida,FLOWERS,https://www.fragrantica.com/notes/Iris-Pallida-1414.html
406,Jacaranda,FLOWERS,https://www.fragrantica.com/notes/Jacaranda-677.html
407,Jade Flower,FLOWERS,https://www.fragrantica.com/notes/Jade-Flower-629.html
408,Jarana Flower,FLOWERS,https://www.fragrantica.com/notes/Jarana-Flower-1580.html
409,Jasmine Orchid,FLOWERS,https://www.fragrantica.com/notes/Jasmine-Orchid-995.html
410,Jujube Blossom,FLOWERS,https://www.fragrantica.com/notes/Jujube-Blossom-1037.html
411,Kadam,FLOWERS,https://www.fragrantica.com/notes/Kadam-737.html
412,Kangaroo Paw,FLOWERS,https://www.fragrantica.com/notes/Kangaroo-Paw-1148.html
413,Kanuka,FLOWERS,https://www.fragrantica.com/notes/Kanuka-785.html
414,Karmaflor®,FLOWERS,https://www.fragrantica.com/notes/Karmaflor-1549.html
415,Kiwi blossom,FLOWERS,https://www.fragrantica.com/notes/Kiwi-blossom-443.html
416,Kudzu,FLOWERS,https://www.fragrantica.com/notes/Kudzu-472.html
417,Laburnum,FLOWERS,https://www.fragrantica.com/notes/Laburnum-234.html
418,Lady of the Night Flower,FLOWERS,https://www.fragrantica.com/notes/Lady-of-the-Night-Flower-750.html
419,Lady Slipper Orchid,FLOWERS,https://www.fragrantica.com/notes/Lady-Slipper-Orchid-878.html
420,Lamduan Flower,FLOWERS,https://www.fragrantica.com/notes/Lamduan-Flower-855.html
421,Lamprocapnos,FLOWERS,https://www.fragrantica.com/notes/Lamprocapnos-858.html
422,Lantana,FLOWERS,https://www.fragrantica.com/notes/Lantana-600.html
423,Larkspur,FLOWERS,https://www.fragrantica.com/notes/Larkspur-972.html
424,Laurel Blossom,FLOWERS,https://www.fragrantica.com/notes/Laurel-Blossom-1019.html
425,Lavender,FLOWERS,https://www.fragrantica.com/notes/Lavender-1.html
426,Leatherwood,FLOWERS,https://www.fragrantica.com/notes/Leatherwood-766.html
427,Ledum,FLOWERS,https://www.fragrantica.com/notes/Ledum-1153.html
428,Liatris,FLOWERS,https://www.fragrantica.com/notes/Liatris-490.html
429,Liatrix,FLOWERS,https://www.fragrantica.com/notes/Liatrix-1352.html
430,Licorice Flower,FLOWERS,https://www.fragrantica.com/notes/Licorice-Flower-1617.html
431,Lilac,FLOWERS,https://www.fragrantica.com/notes/Lilac-152.html
432,Lily-of-the-Valley,FLOWERS,https://www.fragrantica.com/notes/Lily-of-the-Valley-109.html
433,Lime (Linden) Blossom,FLOWERS,https://www.fragrantica.com/notes/Lime-Linden-Blossom-288.html
434,Litchi Blossom,FLOWERS,https://www.fragrantica.com/notes/Litchi-Blossom-1238.html
435,Longoza,FLOWERS,https://www.fragrantica.com/notes/Longoza-1465.html
436,Lotus,FLOWERS,https://www.fragrantica.com/notes/Lotus-27.html
437,Lupin,FLOWERS,https://www.fragrantica.com/notes/Lupin-614.html
438,Lydia Broom,FLOWERS,https://www.fragrantica.com/notes/Lydia-Broom-368.html
439,Lysylang,FLOWERS,https://www.fragrantica.com/notes/Lysylang-1065.html
440,Macadamia Flower,FLOWERS,https://www.fragrantica.com/notes/Macadamia-Flower-1573.html
441,Magnolia,FLOWERS,https://www.fragrantica.com/notes/Magnolia-147.html
442,Magnolia Brooklynensis,FLOWERS,https://www.fragrantica.com/notes/Magnolia-Brooklynensis-1129.html
443,Magnolia Leaf,FLOWERS,https://www.fragrantica.com/notes/Magnolia-Leaf-1170.html
444,Mahonial,FLOWERS,https://www.fragrantica.com/notes/Mahonial-990.html
445,Malva,FLOWERS,https://www.fragrantica.com/notes/Malva-804.html
446,Mango Blossom,FLOWERS,https://www.fragrantica.com/notes/Mango-Blossom-380.html
447,Mariposa Lily,FLOWERS,https://www.fragrantica.com/notes/Mariposa-Lily-1008.html
448,Mayflower,FLOWERS,https://www.fragrantica.com/notes/Mayflower-869.html
449,Meadowsweet,FLOWERS,https://www.fragrantica.com/notes/Meadowsweet-849.html
450,Melilotus,FLOWERS,https://www.fragrantica.com/notes/Melilotus-612.html
451,Melissa Flower,FLOWERS,https://www.fragrantica.com/notes/Melissa-Flower-1130.html
452,Michelia,FLOWERS,https://www.fragrantica.com/notes/Michelia-1160.html
453,Michelia leaf,FLOWERS,https://www.fragrantica.com/notes/Michelia-leaf-1641.html
454,Mignonette,FLOWERS,https://www.fragrantica.com/notes/Mignonette-226.html
455,Milkweeds,FLOWERS,https://www.fragrantica.com/notes/Milkweeds-1717.html
456,Mimosa,FLOWERS,https://www.fragrantica.com/notes/Mimosa-167.html
457,Mimusops Elengi,FLOWERS,https://www.fragrantica.com/notes/Mimusops-Elengi-740.html
458,Mirabilis,FLOWERS,https://www.fragrantica.com/notes/Mirabilis-356.html
459,Monarda,FLOWERS,https://www.fragrantica.com/notes/Monarda-892.html
460,Monoi Oil,FLOWERS,https://www.fragrantica.com/notes/Monoi-Oil-668.html
461,Moringa Blossom,FLOWERS,https://www.fragrantica.com/notes/Moringa-Blossom-1752.html
462,Morning Glory Flower,FLOWERS,https://www.fragrantica.com/notes/Morning-Glory-Flower-967.html
463,Moss Flox,FLOWERS,https://www.fragrantica.com/notes/Moss-Flox-1127.html
464,Myrtle,FLOWERS,https://www.fragrantica.com/notes/Myrtle-328.html
465,Narcissus,FLOWERS,https://www.fragrantica.com/notes/Narcissus-18.html
466,Nard,FLOWERS,https://www.fragrantica.com/notes/Nard-1191.html
467,Nasturtium,FLOWERS,https://www.fragrantica.com/notes/Nasturtium-384.html
468,Nectarine Blossom,FLOWERS,https://www.fragrantica.com/notes/Nectarine-Blossom-635.html
469,Nerium Oleander,FLOWERS,https://www.fragrantica.com/notes/Nerium-Oleander-304.html
470,Nigella,FLOWERS,https://www.fragrantica.com/notes/Nigella-874.html
471,Night Blooming Jasmine,FLOWERS,https://www.fragrantica.com/notes/Night-Blooming-Jasmine-738.html
472,Nom Maew,FLOWERS,https://www.fragrantica.com/notes/Nom-Maew-1524.html
473,Olive flower,FLOWERS,https://www.fragrantica.com/notes/Olive-flower-427.html
474,Opium,FLOWERS,https://www.fragrantica.com/notes/Opium-340.html
475,Orange Cassia Tree,FLOWERS,https://www.fragrantica.com/notes/Orange-Cassia-Tree-914.html
476,Orange Flower Water,FLOWERS,https://www.fragrantica.com/notes/Orange-Flower-Water-1403.html
477,Orchard Blossom,FLOWERS,https://www.fragrantica.com/notes/Orchard-Blossom-1031.html
478,Orchid,FLOWERS,https://www.fragrantica.com/notes/Orchid-154.html
479,Orchid Black Diamond,FLOWERS,https://www.fragrantica.com/notes/Orchid-Black-Diamond-1436.html
480,Orchid Cactus,FLOWERS,https://www.fragrantica.com/notes/Orchid-Cactus-860.html
481,Orchid Pink Leopard,FLOWERS,https://www.fragrantica.com/notes/Orchid-Pink-Leopard-1087.html
482,Ornithogalum,FLOWERS,https://www.fragrantica.com/notes/Ornithogalum-1068.html
483,Orris Root,FLOWERS,https://www.fragrantica.com/notes/Orris-Root-101.html
484,Osmanthus,FLOWERS,https://www.fragrantica.com/notes/Osmanthus-10.html
485,Pansy,FLOWERS,https://www.fragrantica.com/notes/Pansy-425.html
486,Papaya Blossom,FLOWERS,https://www.fragrantica.com/notes/Papaya-Blossom-448.html
487,Paramela,FLOWERS,https://www.fragrantica.com/notes/Paramela-792.html
488,Passion Flower,FLOWERS,https://www.fragrantica.com/notes/Passion-Flower-162.html
489,Pataqueira,FLOWERS,https://www.fragrantica.com/notes/Pataqueira-732.html
490,Peach Blossom,FLOWERS,https://www.fragrantica.com/notes/Peach-Blossom-239.html
491,Pear Blossom,FLOWERS,https://www.fragrantica.com/notes/Pear-Blossom-526.html
492,Pelargonium,FLOWERS,https://www.fragrantica.com/notes/Pelargonium-287.html
493,Peony,FLOWERS,https://www.fragrantica.com/notes/Peony-155.html
494,Periwinkle,FLOWERS,https://www.fragrantica.com/notes/Periwinkle-689.html
495,Petalia,FLOWERS,https://www.fragrantica.com/notes/Petalia-617.html
496,Petunia,FLOWERS,https://www.fragrantica.com/notes/Petunia-736.html
497,Phlox,FLOWERS,https://www.fragrantica.com/notes/Phlox-863.html
498,Pineapple Blossom,FLOWERS,https://www.fragrantica.com/notes/Pineapple-Blossom-707.html
499,Pink Flamingo Heliconia,FLOWERS,https://www.fragrantica.com/notes/Pink-Flamingo-Heliconia-1161.html
500,Pink Lily,FLOWERS,https://www.fragrantica.com/notes/Pink-Lily-1370.html
501,Pinwheel Flower,FLOWERS,https://www.fragrantica.com/notes/Pinwheel-Flower-1590.html
502,Pitahaya Flower,FLOWERS,https://www.fragrantica.com/notes/Pitahaya-Flower-1533.html
503,Pittosporum,FLOWERS,https://www.fragrantica.com/notes/Pittosporum-90.html
504,Plum Blossom,FLOWERS,https://www.fragrantica.com/notes/Plum-Blossom-385.html
505,Plumeria,FLOWERS,https://www.fragrantica.com/notes/Plumeria-1108.html
506,Poinsettia,FLOWERS,https://www.fragrantica.com/notes/Poinsettia-251.html
507,Pomegranate Blossom,FLOWERS,https://www.fragrantica.com/notes/Pomegranate-Blossom-255.html
508,Poppy,FLOWERS,https://www.fragrantica.com/notes/Poppy-339.html
509,Primrose,FLOWERS,https://www.fragrantica.com/notes/Primrose-452.html
510,Princess Tree (Paulownia),FLOWERS,https://www.fragrantica.com/notes/Princess-Tree-Paulownia-112.html
511,Privet,FLOWERS,https://www.fragrantica.com/notes/Privet-354.html
512,Protea,FLOWERS,https://www.fragrantica.com/notes/Protea-1335.html
513,Prunella,FLOWERS,https://www.fragrantica.com/notes/Prunella-510.html
514,Purple Coneflower,FLOWERS,https://www.fragrantica.com/notes/Purple-Coneflower-1473.html
515,Queen of the Night Flower,FLOWERS,https://www.fragrantica.com/notes/Queen-of-the-Night-Flower-1727.html
516,Rangoon Creeper,FLOWERS,https://www.fragrantica.com/notes/Rangoon-Creeper-819.html
517,Raspberry Blossom,FLOWERS,https://www.fragrantica.com/notes/Raspberry-Blossom-534.html
518,Redwood Flower,FLOWERS,https://www.fragrantica.com/notes/Redwood-Flower-1442.html
519,Reseda,FLOWERS,https://www.fragrantica.com/notes/Reseda-690.html
520,Rhododendron,FLOWERS,https://www.fragrantica.com/notes/Rhododendron-209.html
521,Rosa Alba,FLOWERS,https://www.fragrantica.com/notes/Rosa-Alba-1243.html
522,Rosa Rubiginosa,FLOWERS,https://www.fragrantica.com/notes/Rosa-Rubiginosa-678.html
523,Rose,FLOWERS,https://www.fragrantica.com/notes/Rose-105.html
524,Rose Hip,FLOWERS,https://www.fragrantica.com/notes/Rose-Hip-202.html
525,Rose Japanese (Hamanasu),FLOWERS,https://www.fragrantica.com/notes/Rose-Japanese-Hamanasu-352.html
526,Rose Mallow,FLOWERS,https://www.fragrantica.com/notes/Rose-Mallow-241.html
527,Rosebay Willowherb,FLOWERS,https://www.fragrantica.com/notes/Rosebay-Willowherb-642.html
528,Rosebud,FLOWERS,https://www.fragrantica.com/notes/Rosebud-1340.html
529,Roselle,FLOWERS,https://www.fragrantica.com/notes/Roselle-1107.html
530,Rosyfolia,FLOWERS,https://www.fragrantica.com/notes/Rosyfolia-1608.html
531,Safflower,FLOWERS,https://www.fragrantica.com/notes/Safflower-113.html
532,Sainfoins,FLOWERS,https://www.fragrantica.com/notes/Sainfoins-630.html
533,Sand Lily,FLOWERS,https://www.fragrantica.com/notes/Sand-Lily-1049.html
534,Sandalwood Flower,FLOWERS,https://www.fragrantica.com/notes/Sandalwood-Flower-1163.html
535,Santolina,FLOWERS,https://www.fragrantica.com/notes/Santolina-649.html
536,Saucer Magnolia,FLOWERS,https://www.fragrantica.com/notes/Saucer-Magnolia-1128.html
537,Sea Daffodil,FLOWERS,https://www.fragrantica.com/notes/Sea-Daffodil-1257.html
538,Siberian Rhododendron,FLOWERS,https://www.fragrantica.com/notes/Siberian-Rhododendron-1221.html
539,Silk Tree Blossom,FLOWERS,https://www.fragrantica.com/notes/Silk-Tree-Blossom-396.html
540,Silverthorn Flower,FLOWERS,https://www.fragrantica.com/notes/Silverthorn-Flower-1753.html
541,Skeleton Flower,FLOWERS,https://www.fragrantica.com/notes/Skeleton-Flower-1208.html
542,Smoketree,FLOWERS,https://www.fragrantica.com/notes/Smoketree-1061.html
543,Snakeroot,FLOWERS,https://www.fragrantica.com/notes/Snakeroot-968.html
544,Snow Lotus,FLOWERS,https://www.fragrantica.com/notes/Snow-Lotus-1171.html
545,Snowdrops,FLOWERS,https://www.fragrantica.com/notes/Snowdrops-294.html
546,Solomon's Seal,FLOWERS,https://www.fragrantica.com/notes/Solomon-s-Seal-658.html
547,Sophora Toromiro Flower,FLOWERS,https://www.fragrantica.com/notes/Sophora-Toromiro-Flower-1067.html
548,Sour Cherry Blossom,FLOWERS,https://www.fragrantica.com/notes/Sour-Cherry-Blossom-207.html
549,Spanish Broom,FLOWERS,https://www.fragrantica.com/notes/Spanish-Broom-446.html
550,Spiraea,FLOWERS,https://www.fragrantica.com/notes/Spiraea-638.html
551,St. John's Wort,FLOWERS,https://www.fragrantica.com/notes/St-John-s-Wort-418.html
552,Starflower,FLOWERS,https://www.fragrantica.com/notes/Starflower-1412.html
553,Strawberry Flower,FLOWERS,https://www.fragrantica.com/notes/Strawberry-Flower-1082.html
554,Strelitzia,FLOWERS,https://www.fragrantica.com/notes/Strelitzia-283.html
555,Strobilanthes Callosa,FLOWERS,https://www.fragrantica.com/notes/Strobilanthes-Callosa-1046.html
556,Sunflower,FLOWERS,https://www.fragrantica.com/notes/Sunflower-228.html
557,Sweet Pea,FLOWERS,https://www.fragrantica.com/notes/Sweet-Pea-92.html
558,Taif Rose,FLOWERS,https://www.fragrantica.com/notes/Taif-Rose-115.html
559,Tamarisk,FLOWERS,https://www.fragrantica.com/notes/Tamarisk-773.html
560,Tobacco Blossom,FLOWERS,https://www.fragrantica.com/notes/Tobacco-Blossom-346.html
561,Transparent Flowers,FLOWERS,https://www.fragrantica.com/notes/Transparent-Flowers-1195.html
562,Trillium,FLOWERS,https://www.fragrantica.com/notes/Trillium-1011.html
563,Tulip,FLOWERS,https://www.fragrantica.com/notes/Tulip-222.html
564,Vanilla Bahiana,FLOWERS,https://www.fragrantica.com/notes/Vanilla-Bahiana-1097.html
565,Viburnum,FLOWERS,https://www.fragrantica.com/notes/Viburnum-1058.html
566,Violet,FLOWERS,https://www.fragrantica.com/notes/Violet-116.html
567,Violet Woodsorrel,FLOWERS,https://www.fragrantica.com/notes/Violet-Woodsorrel-433.html
568,Wallflower,FLOWERS,https://www.fragrantica.com/notes/Wallflower-235.html
569,Waratah,FLOWERS,https://www.fragrantica.com/notes/Waratah-1149.html
570,Water Flowers,FLOWERS,https://www.fragrantica.com/notes/Water-Flowers-1178.html
571,Water Hyacinth,FLOWERS,https://www.fragrantica.com/notes/Water-Hyacinth-216.html
